Timestamp,Filename,Original Size (KB),Compressed Size (KB),Savings (%),Status
2026-05-21 12:18:23,Stationery-1920x700.jpg,228.42,105.78,53.69,Success
2026-05-21 12:18:25,Stationery-500-380.jpg,73.83,44.85,39.25,Success
2026-05-21 12:18:26,Stationery-500x380.jpg,73.83,44.85,39.25,Success
2026-05-21 12:18:27,Stationery-520-400.jpg,79.67,31.70,60.22,Success
2026-05-21 12:18:27,Stationery-520x400.jpg,79.67,31.70,60.22,Success
2026-05-21 12:18:35,stay-connected-4sgm.jpg,1047.21,350.51,66.53,Success
2026-05-21 12:18:38,stay-connected-with-4sgm.jpg,422.61,212.33,49.76,Success
2026-05-21 12:18:39,stay-connected-with-4sgm_800.jpg,239.94,104.84,56.30,Success
2026-05-21 12:18:41,Tabletop-Dining-Accessories-1060-830.jpg,206.29,87.17,57.74,Success
2026-05-21 12:18:42,Tabletop-Dining-Accessories-1060x830.jpg,206.29,87.17,57.74,Success
2026-05-21 12:18:44,Tabletop-Dining-Accessories-1920-500.jpg,211.71,101.19,52.20,Success
2026-05-21 12:18:45,Tabletop-Dining-Accessories-1920-700.jpg,211.71,101.19,52.20,Success
2026-05-21 12:18:45,Tabletop-Dining-Accessories-1920x500.jpg,211.71,101.19,52.20,Success
2026-05-21 12:18:48,Tabletop-Dining-Accessories-1920x700.jpg,211.71,144.35,31.82,Success
2026-05-21 12:18:49,Tabletop-Dining-Accessories-500-380.jpg,62.74,49.54,21.04,Success
2026-05-21 12:18:50,Tabletop-Dining-Accessories-500x380.jpg,62.74,49.54,21.04,Success
2026-05-21 12:18:51,Tabletop-Dining-Accessories-520-400.jpg,66.07,26.94,59.22,Success
2026-05-21 12:18:51,Tabletop-Dining-Accessories-520x400.jpg,66.07,26.94,59.22,Success
2026-05-21 12:18:52,thanksgivingparty.jpg,92.87,74.12,20.19,Success
2026-05-21 12:18:54,Tools-1060-830.jpg,177.95,70.45,60.41,Success
2026-05-21 12:18:54,Tools-1060x830.jpg,177.95,70.45,60.41,Success
2026-05-21 12:18:58,Tools-1920-500.jpg,240.35,115.54,51.93,Success
2026-05-21 12:18:59,Tools-1920-700.jpg,240.35,115.54,51.93,Success
2026-05-21 12:19:00,Tools-1920x500.jpg,240.35,115.54,51.93,Success
2026-05-21 12:19:02,Tools-1920x700.jpg,240.35,123.40,48.66,Success
2026-05-21 12:19:03,Tools-500-380.jpg,58.77,46.47,20.93,Success
2026-05-21 12:19:04,Tools-500x380.jpg,58.77,46.47,20.93,Success
2026-05-21 12:19:04,Tools-520-400.jpg,63.60,32.87,48.32,Success
2026-05-21 12:19:05,Tools-520x400.jpg,63.60,32.87,48.32,Success
2026-05-21 12:19:07,Toys-1060-830.jpg,255.41,113.07,55.73,Success
2026-05-21 12:19:08,Toys-1060x830.jpg,255.41,113.07,55.73,Success
2026-05-21 12:19:10,Toys-1920-500.jpg,216.47,106.33,50.88,Success
2026-05-21 12:19:11,Toys-1920-700.jpg,216.47,106.33,50.88,Success
2026-05-21 12:19:12,Toys-1920x500.jpg,216.47,106.33,50.88,Success
2026-05-21 12:19:16,Toys-1920x700.jpg,216.47,131.40,39.30,Success
2026-05-21 12:19:17,Toys-500-380.jpg,80.18,50.12,37.49,Success
2026-05-21 12:19:18,Toys-500x380.jpg,80.18,50.12,37.49,Success
2026-05-21 12:19:20,Toys-520-400.jpg,86.79,37.47,56.82,Success
2026-05-21 12:19:20,Toys-520x400.jpg,86.79,37.47,56.82,Success
2026-05-21 12:19:22,Utensils-and-gadgets-1060-830.jpg,178.42,64.37,63.92,Success
2026-05-21 12:19:22,Utensils-and-gadgets-1060x830.jpg,178.42,64.37,63.92,Success
2026-05-21 12:19:24,Utensils-and-gadgets-1920-500.jpg,179.98,74.07,58.84,Success
2026-05-21 12:19:24,Utensils-and-gadgets-1920-700.jpg,179.98,74.07,58.84,Success
2026-05-21 12:19:25,Utensils-and-gadgets-1920x500.jpg,179.98,74.07,58.84,Success
2026-05-21 12:19:27,Utensils-and-gadgets-1920x700.jpg,179.98,79.86,55.63,Success
2026-05-21 12:19:28,Utensils-and-gadgets-500-380.jpg,62.25,45.42,27.03,Success
2026-05-21 12:19:29,Utensils-and-gadgets-500x380.jpg,62.25,45.42,27.03,Success
2026-05-21 12:19:30,Utensils-and-gadgets-520-400.jpg,66.45,28.97,56.40,Success
2026-05-21 12:19:30,Utensils-and-gadgets-520x400.jpg,66.45,28.97,56.40,Success
2026-05-21 12:19:32,whoelsa_cookware_800x769.jpg,268.51,108.19,59.71,Success
2026-05-21 12:19:34,wholesale-banner-v2.jpg,148.87,52.61,64.66,Success
2026-05-21 12:19:39,wholesale-banner-v3.jpg,149.17,51.55,65.44,Success
2026-05-21 12:19:41,wholesale-general-merchandise.jpg,105.14,66.69,36.57,Success
